,mol_1,target_H_298,target_S_298,target_Cp_300,target_Cp_400,target_Cp_500,target_Cp_600,target_Cp_800,target_Cp_1000,target_Cp_1500,feature_opt,feature_symm,feature_entropy
175,[H]C([H])=C([H])C([H])(C([H])=C([H])[H])C([H])([H])[H],78.504392,367.27152,122.96776,154.01304,181.46008,204.55576,240.70552,267.65048,309.99256,1,3,1.098612289
176,[H]C([H])=C=C([H])[H],186.932752,248.5296,58.40864,71.128,82.0064,91.08568,105.26944,115.98048,133.13488,1,4,1.386294361
177,[H]C(=C=C(C([H])([H])[H])C([H])([H])[H])/C([H])=C(/[H])C([H])([H])[H],160.460584,411.11984,161.41872,200.91568,235.68472,264.72168,309.49048,342.41856,393.63072,1,27,3.295836866
178,[H]C(=C=C(C([H])([H])[H])C([H])([H])[H])/C([H])=C(\[H])C([H])([H])[H],155.845632,411.11984,164.59856,203.04952,237.10728,265.80952,310.53648,343.54824,394.63488,1,27,3.295836866
179,[H]C#CC([H])([H])C([H])=C([H])[H],275.959904,322.67008,93.97264,115.18552,133.0512,147.86256,170.83272,187.94528,214.93208,1,1,0
180,[H]C#CC([H])(C([H])=C([H])[H])C([H])=C([H])[H],360.72356,373.75672,137.82096,165.64456,189.28416,208.86528,239.3248,261.96024,297.73344,1,1,0
181,[H]/C(=C(\[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-94.826176,433.71344,181.1672,226.60544,268.06888,303.46552,359.36376,400.95272,466.01392,1,81,4.394449155
182,[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-225.450656,426.47512,198.86552,251.58392,296.35272,333.42296,391.45504,435.136,504.3812,1,243,5.493061443
183,[H]C#C[C@@]([H])(C([H])=C([H])[H])/C([H])=C(\[H])C([H])([H])[H],327.866608,414.50888,161.66976,193.76104,222.00304,245.93552,283.71704,312.04272,356.56048,1,3,1.098612289
184,[H]/C(=C(/C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-87.993704,406.93584,152.25576,190.70672,226.64728,257.85992,307.7332,345.26368,404.09072,1,81,4.394449155
185,[H]/C(=C(/[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-32.936448,341.16336,109.91368,136.56576,161.41872,183.09184,218.02824,244.5548,286.31112,1,9,2.197224577
186,[H]C#C[C@](C#CC([H])([H])[H])(C([H])=C([H])[H])C([H])([H])[H],465.997184,433.96448,172.00424,209.49288,240.62184,266.1024,305.432,334.55264,380.15824,1,9,2.197224577
187,[H]C([H])=C([H])/C([H])=C(/[H])C([H])=C([H])[H],171.359904,320.99648,111.75464,146.60736,176.85768,200.45544,232.17016,252.25336,281.41584,1,2,0.693147181
188,[H]C([H])=C([H])/C([H])=C(/[H])C([H])([H])C([H])([H])[H],61.751656,352.66936,120.16448,155.72848,186.8156,211.9196,248.48776,274.13568,313.5908,1,3,1.098612289
189,[H]C(=C=C([H])C([H])([H])[H])/C([H])=C(\[H])C([H])([H])[H],190.505888,382.16656,139.57824,173.38496,202.88216,227.48408,265.39112,293.0892,335.72416,2,9,1.504077397
190,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-218.7186,455.2192,192.96608,242.42096,287.06424,325.306,386.09952,431.7888,503.37704,1,81,4.394449155
191,[H]C([H])=C([H])C([H])([H])C([H])([H])[H],-1.54808,306.10144,86.27408,108.44928,128.57432,145.89608,173.51048,194.38864,227.44224,1,3,1.098612289
192,[H]C([H])=C([H])C(C([H])=C([H])[H])(C([H])=C([H])[H])C([H])([H])[H],158.201224,400.45064,168.1968,207.65192,241.4168,269.36592,312.50296,344.30136,394.25832,1,9,2.197224577
193,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-148.519448,347.52304,124.72504,153.84568,181.62744,206.062,245.72632,275.9348,323.71608,1,18,2.890371758
194,[H]C([H])=C([H])C(/C([H])=C(\[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],15.254864,421.83088,174.43096,216.77304,254.26168,285.89272,335.43128,372.25048,429.94784,1,27,3.295836866
195,[H]C([H])=C=C([H])/C([H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])[H],167.184272,407.35424,163.46888,205.35072,240.83104,269.70064,313.54896,345.55656,395.388,1,9,2.197224577
196,[H]C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])[H],106.809152,366.26736,119.6624,149.95456,177.1924,200.49728,237.60936,265.43296,309.07208,1,18,2.890371758
197,[H]C([H])=C([H])/C([H])=C([H])/C([H])=C(/[H])C([H])([H])[H],136.791696,367.27152,133.63696,172.96656,207.77744,235.72656,275.34904,301.83376,340.70312,1,3,1.098612289
198,[H]C([H])=C([H])[C@@]([H])(/C([H])=C(\[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],25.221152,441.03544,176.18824,215.8944,252.16968,283.466,333.21376,370.57688,429.11104,1,9,2.197224577
199,[H]C([H])=C([H])/C([H])=C(\[H])C([H])([H])C([H])([H])[H],56.814536,357.77384,123.46984,157.19288,186.94112,211.25016,247.60912,273.54992,313.46528,1,3,1.098612289
200,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-223.350288,451.0352,195.72752,246.39576,291.37376,329.57368,389.78144,434.7176,504.96696,1,81,4.394449155
201,[H]C([H])=C=C([H])/C([H])=C(\[H])C([H])([H])[H],219.3462,341.49808,118.32352,147.31864,171.7532,191.6272,221.71016,243.55064,277.23184,1,3,1.098612289
202,[H]C([H])=C([H])C([H])(C([H])=C([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],36.580712,441.11912,178.6568,219.40896,255.8516,286.93872,336.05888,372.83624,430.44992,1,3,1.098612289
203,[H]/C(=C(\C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-97.474648,418.98576,178.90784,223.92768,264.88904,300.16016,356.22576,398.3168,464.29848,1,729,6.591673732
204,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],124.632992,367.73176,128.57432,158.5736,185.01648,207.40088,242.71384,269.2404,310.99672,1,3,1.098612289
205,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-194.59784,426.3496,169.2428,211.87776,250.99816,284.84672,338.94584,379.65616,443.46216,1,27,3.295836866
206,[H]C#CC#CC#CC#C[H],917.388024,340.70312,130.45712,149.03408,161.79528,171.544,186.27168,197.0664,213.71872,1,2,0.693147181
207,[H]C([H])=C=C([H])C([H])([H])C([H])([H])[H],149.084288,332.08408,100.87624,125.35264,147.0676,165.4772,194.63968,216.522,250.91448,1,3,1.098612289
208,[H]C#CC([H])([H])C([H])([H])C([H])([H])[H],144.879368,327.94192,103.17744,128.28144,149.95456,168.02944,196.39696,217.69352,251.33288,1,3,1.098612289
209,[H]C([H])=C(/C([H])=C(/[H])C([H])([H])[H])C([H])([H])[H],58.442112,359.32192,122.00544,152.21392,179.20072,202.2964,238.9064,266.35344,309.4068,1,9,2.197224577
210,[H]/C(=C(/C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-115.281752,421.91456,173.80336,220.706,262.9644,299.07232,355.97472,398.35864,464.46584,1,729,6.591673732
211,[H]C([H])=C([H])[C@@]([H])(/C([H])=C(/[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],29.212688,435.72176,174.34728,217.1496,255.09848,286.93872,336.3936,373.04544,430.36624,1,9,2.197224577
212,[H]C([H])=C([H])C(C#CC([H])([H])[H])=C([H])[H],305.189328,372.1668,128.53248,161.20952,188.11264,209.49288,241.12392,263.84304,299.11416,1,3,1.098612289
213,[H]C([H])=C([H])/C([H])=C(/[H])C([H])([H])[H],81.885064,316.3104,97.52904,125.68736,150.79136,171.08376,200.66464,221.37544,253.21568,1,3,1.098612289
214,[H]C([H])=C([H])/C([H])=C(\[H])C([H])([H])[H],86.83892,316.35224,100.416,127.90488,152.25576,172.12976,201.54328,222.29592,254.13616,1,3,1.098612289
215,[H]C([H])=C([H])C([H])=C([H])[H],109.491096,275.39088,77.27848,100.24864,119.82976,135.26872,157.15104,172.1716,195.1836,1,2,0.693147181
216,[H]C([H])([H])C#CC([H])([H])C([H])([H])[H],126.135048,333.54848,99.03528,122.1728,143.46936,162.00448,191.79456,214.38816,249.82664,1,9,2.197224577
217,[H]C#CC([H])(C#C[H])/C([H])=C(\[H])C([H])([H])[H],510.837112,400.53432,149.07592,180.1212,205.55992,226.43808,258.82224,282.8384,320.4944,1,3,1.098612289
218,[H]C#C/C(C#CC([H])([H])[H])=C(\[H])C([H])([H])[H],455.608312,398.65152,143.13464,172.75736,198.40528,220.0784,254.26168,279.7004,319.2392,1,9,2.197224577
219,[H]/C(C#CC([H])([H])[H])=C(\[H])C([H])([H])[H],211.128824,356.81152,110.29024,135.60344,158.7828,178.90784,211.04096,235.09896,272.50392,1,9,2.197224577
220,[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])[H],233.408624,351.70704,118.32352,145.51952,168.406,187.35952,216.98224,239.1156,274.13568,1,3,1.098612289
221,[H]C([H])=C([H])/C([H])=C([H])\C([H])=C(\[H])C([H])([H])[H],143.423336,362.92016,132.0052,171.46032,206.64776,235.01528,274.93064,301.28984,339.95,1,3,1.098612289
222,[H]C#CC([H])=C(C([H])([H])[H])C([H])([H])[H],214.655936,343.5064,117.73776,143.17648,165.43536,184.47256,214.76472,237.56752,273.46624,1,9,2.197224577
223,[H]C([H])([H])C([H])([H])C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],44.563784,419.0276,170.03776,213.71872,251.8768,283.8844,333.84136,371.03712,429.36208,1,243,5.493061443
224,[H]C#C[C@@]([H])(C([H])=C([H])[H])C([H])([H])C([H])([H])[H],226.421344,392.08264,144.09696,177.44344,205.68544,229.074,265.30744,292.2524,334.59448,1,3,1.098612289
225,[H]C#CC#CC#C[H],691.041992,293.67496,100.8344,115.6876,125.81288,133.4696,145.01744,153.63648,167.23448,1,2,0.693147181
226,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-225.32932,446.68384,192.96608,242.83936,288.15208,326.93776,388.2752,434.00632,505.09248,1,162,5.087596335
227,[H]C([H])=C=C([H])C#CC([H])([H])[H],392.798104,346.10048,105.56232,127.90488,147.19312,163.46888,189.1168,208.154,237.73488,1,3,1.098612289
228,[H]/C(=C(/[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-80.998056,413.83944,160.33088,198.44712,233.38352,263.50832,311.708,348.1088,405.51328,1,27,3.295836866
229,[H]C(=C=C([H])C([H])([H])[H])/C([H])=C(/[H])C([H])([H])[H],195.171048,383.21256,136.69128,171.46032,201.71064,226.52176,264.34512,291.91768,334.72,2,9,1.504077397
230,[H]C#CC(C#C[H])(C([H])=C([H])[H])C([H])([H])[H],510.21788,388.19152,154.1804,187.06664,212.71456,233.0488,263.67568,286.26928,322.04248,1,3,1.098612289
231,[H]C([H])=C([H])C(C#CC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],174.159,416.39168,165.77008,203.59344,236.85624,264.88904,308.82104,341.58176,393.04496,1,27,3.295836866
232,[H]C([H])=C([H])/C([H])=C(/[H])C([H])=C(C([H])([H])[H])C([H])([H])[H],105.453536,395.388,156.60712,200.74832,240.49632,273.08968,320.20152,352.04176,399.19544,1,9,2.197224577
233,[H]C#CC([H])([H])C#CC([H])=C([H])[H],516.753288,374.6772,118.65824,144.43168,165.81192,183.30104,210.246,230.03632,260.62136,1,1,0
234,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-128.314912,308.7792,99.1608,123.46984,146.44,166.60688,199.32576,224.30424,264.05224,1,18,2.890371758
235,[H]C([H])=C([H])/C([H])=C([H])\C([H])=C(\[H])C([H])([H])C([H])([H])[H],123.130936,397.85656,154.5988,201.37592,242.63016,275.85112,322.83744,354.1756,400.36696,1,3,1.098612289
236,[H]/C(=C(/C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-62.48804,377.06208,127.23544,159.8288,190.49752,217.3588,260.62136,293.25656,344.38504,1,27,3.295836866
237,[H]C#CC(/C([H])=C(\[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],184.4098,409.86464,172.54816,209.78576,241.96072,269.0312,311.4988,343.38088,393.7144,1,27,3.295836866
238,[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-221.910992,432.12352,199.95336,253.88512,298.7376,335.47312,392.71024,435.88912,504.63224,1,243,5.493061443
239,[H]C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],104.01424,370.32584,120.83392,150.624,177.69448,200.95752,238.02776,265.8932,309.44864,1,9,2.197224577
240,[H]/C(=C(\[H])C([H])([H])C([H])([H])/C([H])=C(\[H])C([H])([H])[H])C([H])([H])[H],26.455432,446.09808,167.10896,207.44272,245.1824,277.90128,329.78288,368.4012,428.31608,1,18,2.890371758
241,[H]C#CC(C#C[H])(C([H])([H])[H])C([H])([H])[H],397.01976,356.10024,139.70376,170.12144,194.3468,213.63504,242.96488,264.638,299.03048,1,18,2.890371758
242,[H]/C(C#CC([H])([H])[H])=C(/[H])C([H])([H])[H],213.208272,355.38896,112.71696,137.4444,160.20536,179.99568,211.79408,235.64288,272.83864,1,9,2.197224577
243,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-269.713192,505.88744,241.16576,305.47384,362.58544,410.70144,485.51136,540.69832,626.21928,1,729,6.591673732
244,[H]C#CC(C#CC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],353.556368,403.3376,157.40208,192.50584,222.1704,246.68864,284.67936,312.87952,357.18808,1,27,3.295836866
245,[H]C#CC(C([H])=C([H])[H])(C([H])=C([H])[H])C([H])([H])[H],327.803848,404.46728,157.86232,194.556,224.76448,249.24088,286.64584,314.17656,357.5228,1,3,1.098612289
246,[H]C#CC(C#CC([H])([H])[H])=C([H])[H],493.770576,365.51424,121.50336,146.69104,167.36,184.38888,210.74808,230.28736,260.70504,1,3,1.098612289
247,[H]C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-225.346056,442.458,192.0456,244.38744,290.07672,328.444,388.65176,433.71344,504.3812,1,81,4.394449155
248,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],105.993272,337.48144,131.67048,163.55256,190.33016,212.29616,246.27024,271.62528,311.9172,1,81,4.394449155
249,[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-93.257176,398.526,155.77032,196.60616,234.01112,265.8932,315.43176,351.6652,407.7308,1,81,4.394449155
250,[H]C([H])([H])C([H])([H])[H],-87.123432,229.2832,52.42552,64.81016,77.02744,88.11504,106.65016,121.25232,144.80824,1,18,2.890371758
251,[H]/C(=C(\C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-103.102128,438.73424,175.60248,221.9612,264.4288,300.87144,358.31776,400.86904,466.59968,1,81,4.394449155
252,[H]/C(=C(\[H])C(/C([H])=C(\[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-3.548032,454.8008,202.21272,248.15304,289.15624,324.34368,380.40928,422.54216,488.73304,1,162,5.087596335
253,[H]C#C/C([H])=C(/[H])C#C[H],529.744608,318.52792,102.0896,122.5912,138.11384,150.24744,168.44784,181.75296,202.58928,1,2,0.693147181
254,[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-63.232792,350.53552,135.93816,171.92056,203.30056,229.53424,270.24456,300.49488,348.06696,1,81,4.394449155
255,[H]C([H])=C([H])[H],50.08248,218.94872,42.63496,52.42552,61.75584,69.8728,82.92688,92.96848,109.2024,1,4,1.386294361
256,[H]C#CC(C#C[H])(C#C[H])/C([H])=C(\[H])C([H])([H])[H],785.023,431.91432,184.22152,219.91104,247.60912,269.6588,303.34,328.2348,367.43888,1,9,2.197224577
257,[H]C#CC(C#C[H])(C#CC([H])([H])[H])C([H])([H])[H],656.348264,419.19496,165.77008,199.1584,225.97784,247.6928,281.03928,305.68304,344.21768,1,9,2.197224577
258,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-173.920512,385.26272,143.46936,180.20488,214.30448,243.9272,291.37376,327.10512,383.17072,1,27,3.295836866
259,[H]C#CC(C#C[H])(/C([H])=C(\[H])C([H])([H])[H])C([H])([H])[H],477.327456,423.96472,177.77816,214.97392,245.26608,269.90984,307.98424,336.22624,380.78584,1,9,2.197224577
260,[H]/C(=C(\[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-69.625944,414.67624,151.29344,192.71504,230.37104,262.42048,312.50296,349.53136,406.894,1,9,2.197224577
261,[H]C#CC([H])(C([H])([H])[H])C([H])([H])[H],139.519664,320.78728,105.72968,130.79184,152.0884,169.78672,197.4848,218.36296,251.54208,1,9,2.197224577
262,[H]C#CC(C#C[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],373.371792,398.14944,165.64456,200.95752,230.07816,253.80144,290.07672,316.89616,359.11272,1,9,2.197224577
263,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-180.41408,368.6104,143.00912,181.1672,215.476,244.80584,291.66664,327.06328,382.96152,1,162,5.087596335
264,[H]C([H])=C=C([H])C([H])([H])[H],159.607048,291.54112,79.0776,96.94328,112.968,126.73336,148.7412,165.35168,191.58536,1,3,1.098612289
265,[H]C([H])=C([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-51.161952,373.58936,143.21832,176.27192,205.26704,230.03632,269.6588,299.74176,347.60672,1,9,2.197224577
266,[H]C#CC([H])([H])C([H])([H])[H],166.661272,289.44912,81.12776,99.70472,115.64576,128.95088,150.08008,166.1048,191.71088,1,3,1.098612289
267,[H]C#C/C([H])=C(/[H])C([H])([H])[H],253.893488,312.754,92.8848,113.47008,131.21024,146.10528,169.49384,186.94112,214.47184,1,3,1.098612289
268,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H],43.455024,455.88864,172.7992,213.67688,251.08184,283.0476,333.4648,370.99528,429.52944,1,2,0.693147181
269,[H]/C(=C(\[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-48.321016,369.27984,127.57016,163.176,195.56016,223.04904,266.01872,297.81712,347.14648,1,18,2.890371758
270,[H]/C(=C(/[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-61.052928,371.03712,137.48624,169.32648,198.82368,224.4716,265.64216,296.8548,346.14232,1,27,3.295836866
271,[H]C([H])=C([H])/C([H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])[H],40.254264,390.61824,143.76224,185.142,221.62648,251.2492,294.972,325.84992,373.29648,1,3,1.098612289
272,[H]C([H])=C([H])C#CC([H])([H])[H],247.0652,319.61576,89.57944,109.66264,127.65384,143.00912,167.31816,185.51856,213.92792,1,3,1.098612289
273,[H]C([H])=C([H])C(=C([H])[H])/C([H])=C(/[H])C([H])([H])[H],152.644872,372.12496,143.302,181.3764,211.75224,235.47552,270.57928,296.14352,336.51912,1,3,1.098612289
274,[H]/C(=C(\C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-87.303344,397.22896,153.67832,194.59784,231.70992,263.34096,312.9632,349.65688,406.6848,1,81,4.394449155
275,[H]C#CC#CC([H])([H])[H],415.0528,294.38624,89.49576,105.10208,117.86328,128.53248,145.56136,158.44808,178.90784,1,3,1.098612289
276,[H]C#C/C([H])=C(\[H])C#C[H],528.6484,318.10952,103.01008,122.96776,138.23936,150.33112,168.48968,181.75296,202.58928,1,2,0.693147181
277,[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])[H],-38.153896,338.52744,108.40744,136.64944,162.29736,184.3052,219.2416,245.51712,286.85504,1,9,2.197224577
278,[H]C#CC([H])=C=C([H])[H],436.106688,302.33584,87.94768,105.68784,119.53688,130.62448,147.52784,160.038,179.66096,1,1,0
279,[H]C#CC#CC([H])([H])C([H])([H])[H],395.233192,337.14672,110.6668,133.13488,151.71184,167.10896,191.29248,209.49288,238.11144,1,3,1.098612289
280,[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])[H],-29.626904,334.55264,113.05168,140.74976,165.77008,187.10848,221.04072,246.6468,287.2316,1,9,2.197224577
281,[H]C([H])([H])C([H])([H])C([H])([H])[H],-107.98904,270.83032,73.80576,93.21952,111.33624,127.1936,152.9252,172.75736,204.3884,1,18,2.890371758
282,[H]C#C/C(C#CC([H])([H])[H])=C(/[H])C([H])([H])[H],456.20244,399.86488,143.38568,172.88288,198.48896,220.12024,254.30352,279.74224,319.2392,1,9,2.197224577
283,[H]C([H])=C([H])C([H])([H])[H],17.932624,266.18608,64.0152,79.66336,94.26552,106.98488,127.52832,143.17648,168.11312,1,3,1.098612289
284,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-258.985416,462.24832,212.88192,271.49976,323.67424,367.64808,436.30752,487.18496,566.59728,1,729,6.591673732
285,[H]C#C/C([H])=C(\[H])C([H])=C([H])[H],356.798968,329.32264,108.53296,135.64528,157.86232,175.26776,199.9952,216.98224,242.4628,1,1,0
286,[H]/C(=C(/[H])C([H])([H])[H])C([H])([H])[H],-13.003872,295.76696,87.19456,107.5288,126.90072,144.05512,172.00424,193.3008,226.982,1,18,2.890371758
287,[H]C(/C([H])=C(/[H])C([H])([H])[H])=C(\[H])C([H])([H])[H],54.626304,347.23016,117.44488,150.2056,180.20488,205.2252,243.04856,270.11904,311.66616,1,18,2.890371758
288,[H]C#CC(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H],216.576392,373.67304,148.23912,181.29272,209.03264,231.7936,266.98104,293.21472,334.84552,1,9,2.197224577
289,[H]C([H])([H])C(=C(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-116.160392,457.47856,197.81952,246.56312,292.00136,331.7912,395.93192,444.42448,520.6988,1,2187,7.690286021
290,[H]C#CC([H])(C#C[H])C([H])([H])C([H])([H])[H],406.51744,374.2588,135.51976,165.81192,190.45568,210.41336,240.87288,263.34096,298.65392,1,3,1.098612289
291,[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-52.797896,372.7944,129.62032,162.7576,193.63552,220.53864,263.50832,295.72512,345.97496,1,27,3.295836866
292,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-230.417064,433.92264,197.2756,248.5296,293.38208,331.03808,390.3672,434.9268,505.0088,1,243,5.493061443
293,[H]C([H])=C(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-80.721912,405.30408,154.808,195.30912,232.04464,263.29912,312.50296,349.1548,406.43376,1,27,3.295836866
294,[H]C#C[C@]([H])(/C([H])=C(/[H])C([H])([H])[H])C([H])([H])[H],222.676664,385.17904,141.4192,175.35144,204.09552,227.77696,264.34512,291.49928,334.17608,1,9,2.197224577
295,[H]C#CC#CC([H])=C([H])[H],517.924808,324.6784,101.33648,120.7084,135.93816,148.19728,166.9416,180.7488,202.2964,1,1,0
296,[H]/C(=C(/[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-53.023832,380.28376,132.54912,165.56088,195.89488,222.08672,264.09408,295.76696,345.64024,1,18,2.890371758
297,[H]C([H])=C(C#CC([H])([H])[H])C([H])([H])[H],212.287792,352.87856,113.21904,138.65776,161.46056,181.08352,212.37984,235.93576,272.7968,1,9,2.197224577
298,[H]C([H])=C([H])C(C#CC([H])([H])[H])(C([H])=C([H])[H])C([H])([H])[H],284.855088,447.4788,175.64432,217.10776,252.75544,282.42,328.48584,362.5436,415.72224,1,9,2.197224577
299,[H]C(C#CC([H])([H])C([H])([H])[H])=C(C([H])([H])[H])C([H])([H])[H],153.013064,426.39144,156.43976,193.51,227.10752,256.10264,302.294,336.93752,390.86928,1,27,3.295836866
300,[H]/C(=C(/[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-94.22368,386.55976,159.07568,199.49312,235.68472,266.39528,314.6368,350.6192,406.97768,1,243,5.493061443
301,[H]C#CC(=C([H])[H])C([H])([H])[H],254.295152,311.33144,95.43704,116.23152,133.59512,148.02992,170.7072,187.69424,214.72288,1,3,1.098612289
302,[H]/C(=C(/[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-114.45332,428.94368,182.04584,228.73928,270.32824,305.55752,360.74448,401.8732,466.34864,1,243,5.493061443
303,[H]C#CC(C#C[H])(C#C[H])/C([H])=C(/[H])C([H])([H])[H],795.7968,434.80128,180.49776,216.14544,244.30376,266.89736,301.37352,326.7704,366.68576,1,9,2.197224577
304,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-156.138512,345.30552,121.21048,152.84152,181.66928,206.52224,246.27024,276.31136,323.8416,1,27,3.295836866
305,[H]C([H])=C([H])/C([H])=C([H])\C([H])=C(/[H])C([H])([H])[H],137.942296,364.8448,134.89216,174.09624,209.07448,237.27464,276.7716,302.67056,340.61944,1,3,1.098612289
306,[H]C#C/C([H])=C(\[H])C([H])([H])[H],255.445752,312.79584,95.10232,115.22736,132.54912,147.15128,170.16328,187.48504,214.72288,1,3,1.098612289
307,[H]C([H])=C([H])[C@@](/C([H])=C(\[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-3.38904,463.00144,200.49728,248.1112,290.5788,326.5612,382.96152,424.75968,490.11376,1,27,3.295836866
308,[H]C#CC([H])(C#C[H])C([H])([H])[H],430.03152,334.55264,113.1772,137.10968,156.0632,171.20928,194.3468,211.5012,238.82272,1,3,1.098612289
309,[H]/C(=C(/[H])C(/C([H])=C(\[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-16.079112,453.92216,198.19608,244.764,286.89688,322.92112,379.9072,422.41664,488.85856,1,162,5.087596335
310,[H]C#CC([H])=C([H])[H],290.101824,277.52472,71.88112,87.32008,99.87208,110.0392,125.68736,137.36072,155.854,1,1,0
311,[H]C([H])=C([H])/C([H])=C(\[H])C([H])=C(C([H])([H])[H])C([H])([H])[H],98.976704,398.77704,158.19704,202.25456,241.66784,273.92648,320.78728,352.7112,399.94856,1,9,2.197224577
312,[H]C([H])=C([H])/C([H])=C([H])\C([H])=C(/[H])C([H])([H])C([H])([H])[H],118.080848,406.43376,157.7368,203.21688,243.63432,276.31136,322.75376,353.84088,399.86488,1,3,1.098612289
313,[H]C([H])([H])C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-68.517184,362.7528,122.46568,154.5988,185.5604,212.92376,257.27416,290.74616,343.00432,1,324,5.780743516
