,mol_1,target_H_298,target_S_298,target_Cp_300,target_Cp_400,target_Cp_500,target_Cp_600,target_Cp_800,target_Cp_1000,target_Cp_1500,feature_opt,feature_symm,feature_entropy
322,C[CH]CCCCC,4.603286,449.78,164.18016,203.00768,239.82688,272.00184,323.59056,362.41808,423.08608,1,9,2.197224577
82,[CH2]C(C)(CC)CC,4.515422,421.20328,170.79088,212.17064,249.19904,280.5372,329.78288,366.64392,424.75968,1,54,3.988984047
81,[CH2]C(C)(CC)CC,4.494502,421.41248,170.7072,212.08696,249.07352,280.41168,329.65736,366.56024,424.71784,1,54,3.988984047
47,[CH2][C@H](C)CC(C)C,4.038446,426.26592,176.64848,218.78136,254.68008,284.67936,332.16776,368.10832,425.42912,2,54,3.295836866
77,[CH2]C(C)(C)CCC,0.63267,407.85632,174.43096,217.10776,253.67592,284.21912,332.2096,368.4012,425.76384,1,54,3.988984047
306,C[CH][C@H](C)CCC,-0.982354,436.6004,174.01256,212.42168,247.60912,278.15232,327.35616,364.76112,423.96472,2,27,2.602689685
311,C[CH]C(CC)CC,-1.392386,436.14016,165.97928,207.02432,244.38744,276.26952,326.7704,364.6356,424.00656,1,27,3.295836866
216,[CH2]CCCCCCC,-3.076498,482.37336,196.31328,239.40848,280.24432,315.93384,373.08728,416.18248,483.75408,1,6,1.791759469
41,[CH2][C@H](C)C(C)(C)C,-3.576434,408.5676,168.65704,211.83592,249.49192,280.99744,330.28496,367.10416,425.0944,2,486,5.493061443
428,CC[C](CC)CC,-4.250058,420.45016,157.7368,198.1124,235.81024,268.44544,320.61992,359.824,421.28696,1,162,5.087596335
59,[CH2][C@H](CC)CCCC,-7.950858,478.35672,198.9492,242.79752,283.59152,318.90448,375.26296,417.68872,484.38168,2,18,2.197224577
437,CCC[C](C)CC,-8.19557,448.90136,156.43976,197.10824,235.09896,267.9852,320.45256,359.86584,421.45432,1,27,3.295836866
52,[CH2][C@H](C)CCCCC,-8.540802,480.99264,198.23792,242.33728,283.21496,318.56976,374.97008,417.43768,484.21432,2,18,2.197224577
44,[CH2][C@H](C)C(CC)CC,-9.423626,462.66672,204.55576,249.70112,289.1144,322.96296,377.48048,419.0276,485.05112,2,54,3.295836866
441,CCCC[C](C)C,-9.835698,444.92656,160.4564,198.57264,235.39184,267.85968,320.2852,359.824,421.62168,1,54,3.988984047
84,[CH2]C(CC)(CC)CC,-15.155706,432.6256,202.79848,254.05248,296.39456,330.78704,383.79832,423.58816,486.97576,1,162,5.087596335
440,CCC[CH]CCCC,-16.28957,492.79152,184.84912,231.29152,274.17752,311.12224,369.8656,413.88128,482.58256,1,9,2.197224577
425,CC[C@@H](C)[C](C)C,-16.638882,432.91848,160.83296,201.75248,239.57584,272.1692,323.92528,362.66912,423.12792,2,162,4.394449155
49,[CH2][C@H](C)CCC(C)C,-16.825122,473.46144,192.38032,240.24528,283.38232,319.90864,377.02024,419.40416,485.51136,2,54,3.295836866
315,C[CH]CC(C)(C)C,-17.617938,413.88128,161.25136,205.39256,244.68032,277.65024,328.8624,366.64392,425.38728,1,243,5.493061443
71,[CH2]C(C)(C)[C@@H](C)CC,-18.599138,440.5752,197.65216,245.51712,287.2316,322.41904,377.94072,419.6552,485.38584,2,162,4.394449155
42,[CH2][C@H](C)C(C)(C)CC,-19.724634,448.90136,197.52664,246.35392,288.57048,323.88344,379.02856,420.24096,485.344,2,162,4.394449155
296,C[C](C)CC(C)C,-19.818722,429.52944,160.16352,201.75248,239.65952,272.12736,323.67424,362.3344,422.83504,1,162,5.087596335
79,[CH2]C(C)(C)CCCC,-20.088642,448.60848,200.24624,247.44176,288.696,323.54872,378.56832,420.03176,485.51136,1,54,3.988984047
295,C[C](C)CC(C)C,-20.605314,430.44992,158.32256,200.6228,238.9064,271.62528,323.4232,362.20888,422.7932,1,162,5.087596335
75,[CH2]C(C)(C)CC(C)C,-21.670194,436.64224,199.11656,247.39992,289.99304,325.64072,381.12056,422.24928,486.76656,1,162,5.087596335
304,C[CH][C@@H](CC)CCC,-22.887738,476.85048,192.96608,239.65952,281.66688,317.52376,374.38432,417.06112,484.0888,2,27,2.602689685
46,[CH2][C@H](C)CC(C)(C)C,-23.94629,444.80104,195.602,245.14056,288.36128,324.34368,380.07456,421.41248,486.34816,2,486,5.493061443
73,[CH2]C(C)(C)C(C)(C)C,-25.573866,430.24072,191.08328,240.58,283.54968,319.61576,376.1416,418.44184,484.88376,1,1458,7.284820913
442,CCCC[C](C)CC,-28.48593,490.28112,180.62328,225.936,268.78016,306.10144,365.84896,410.70144,480.7416,1,27,3.295836866
438,CCC[C](C)CCC,-30.239026,481.95496,180.7488,226.94016,270.0772,307.39848,366.81128,411.41272,481.03448,1,54,3.988984047
435,CCC[C@@H](C)[C](C)C,-37.703282,467.43648,188.99128,234.80608,276.9808,313.42344,371.49736,415.09464,483.21016,2,162,4.394449155
294,C[C](C)CC(C)(C)C,-53.874442,442.29064,184.13784,234.26216,278.94728,316.43592,374.55168,417.47952,484.33984,1,1458,7.284820913
55,[CH2][C@H](CC)C(C)(C)CC(C)C,-81.018298,548.5224,267.39944,336.56096,396.72688,446.55832,523.50208,580.27896,668.47768,2,486,5.493061443
309,C[CH]C(C)(C)CCC(C)C,-81.13749,535.9704,242.33728,302.33584,355.47264,400.24144,470.40712,522.7908,604.92272,1,243,5.493061443
